,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
72,Uptown,41.96538000000004,-87.66935999999998,Urban Vegan,41.96157611182916,-87.6696440724981,Vegetarian / Vegan Restaurant
73,Uptown,41.96538000000004,-87.66935999999998,Bien MeSabe,41.961536153923745,-87.6706408385359,South American Restaurant
74,Uptown,41.96538000000004,-87.66935999999998,The Black Ensemble Theater Cultural Center,41.963091584392295,-87.66628790806404,Theater
75,Uptown,41.96538000000004,-87.66935999999998,Primo Chuki's Taqueria,41.96893596518475,-87.67215655523029,Mexican Restaurant
76,Uptown,41.96538000000004,-87.66935999999998,Byron's Hot Dogs,41.968823427427644,-87.67124290332794,Hot Dog Joint
77,Uptown,41.96538000000004,-87.66935999999998,ORD Pizzeria,41.9615713880604,-87.66975150058643,Pizza Place
78,Uptown,41.96538000000004,-87.66935999999998,O'Shaughnessy's Public House,41.96516455023916,-87.67389259820872,Pub
79,Uptown,41.96538000000004,-87.66935999999998,Nadeau - Furniture with a Soul,41.96262711734879,-87.67368407698694,Furniture / Home Store
80,Uptown,41.96538000000004,-87.66935999999998,El Maya,41.961734078072226,-87.6686690988925,Mexican Restaurant
81,Uptown,41.96538000000004,-87.66935999999998,Heritage Outpost,41.965283542005466,-87.6633403943797,Coffee Shop
82,Uptown,41.96538000000004,-87.66935999999998,Real Kitchen,41.96157901651222,-87.66623922488331,Sandwich Place
83,Uptown,41.96538000000004,-87.66935999999998,Walgreens,41.96552528568182,-87.66782462596893,Pharmacy
84,Uptown,41.96538000000004,-87.66935999999998,Andies Restaurant,41.96166233213367,-87.66748947576593,Mediterranean Restaurant
85,Uptown,41.96538000000004,-87.66935999999998,Rayan's Discount Liquors,41.96162154131436,-87.66917448394138,Liquor Store
86,Uptown,41.96538000000004,-87.66935999999998,Lindo Guadalajara,41.968818668064586,-87.66740277297856,Taco Place
87,Uptown,41.96538000000004,-87.66935999999998,CoCo Vietnamese Sandwiches & Pho,41.96885328177452,-87.66991414566185,Vietnamese Restaurant
88,Uptown,41.96538000000004,-87.66935999999998,Green Shirt Studio,41.9620134,-87.6658651,Non-Profit
89,Uptown,41.96538000000004,-87.66935999999998,Forteza Fitness & Martial Arts,41.96278458356924,-87.67376386757796,Martial Arts Dojo
90,Uptown,41.96538000000004,-87.66935999999998,Chase Park Track,41.96747086464494,-87.66886011351998,Track
91,Uptown,41.96538000000004,-87.66935999999998,Bella 'Mbriana,41.96697516833621,-87.66717724370652,Italian Restaurant
92,Uptown,41.96538000000004,-87.66935999999998,Baskin-Robbins,41.96868122726247,-87.67303062625237,Ice Cream Shop
93,Uptown,41.96538000000004,-87.66935999999998,Staples,41.966021876718294,-87.66749203205114,Paper / Office Supplies Store
94,Uptown,41.96538000000004,-87.66935999999998,Chase Park,41.96762837915809,-87.66898531684078,Park
95,Uptown,41.96538000000004,-87.66935999999998,Ridman’s Coffee,41.96885578896336,-87.66761225049427,Coffee Shop
96,Uptown,41.96538000000004,-87.66935999999998,Baskin-Robbins,41.96143193465797,-87.66661844298176,Ice Cream Shop
97,Uptown,41.96538000000004,-87.66935999999998,Dunkin',41.96867958051641,-87.67299024258041,Donut Shop
98,Uptown,41.96538000000004,-87.66935999999998,Anna Maria Pasteria,41.96167907317609,-87.66618701619926,Italian Restaurant
99,Uptown,41.96538000000004,-87.66935999999998,Divvy Station,41.967142637766266,-87.66925016888565,Bike Rental / Bike Share
100,Uptown,41.96538000000004,-87.66935999999998,U.S. Cellular,41.966048,-87.667377,Electronics Store
101,Uptown,41.96538000000004,-87.66935999999998,Taqueria El Ranchito,41.96679927826237,-87.66705930906296,Mexican Restaurant
102,Uptown,41.96538000000004,-87.66935999999998,Dunkin',41.96141033439776,-87.66662891966047,Donut Shop
103,Uptown,41.96538000000004,-87.66935999999998,Shell,41.969117513155794,-87.66990073804205,Gas Station
104,Uptown,41.96538000000004,-87.66935999999998,Lee's Wok,41.961539794168935,-87.66628919194054,Chinese Restaurant
105,Uptown,41.96538000000004,-87.66935999999998,Nabi,41.964044,-87.66619399999999,Boutique
106,Uptown,41.96538000000004,-87.66935999999998,M Bakery,41.968512,-87.66858,Bakery
107,Uptown,41.96538000000004,-87.66935999999998,Power Yoga Chicago,41.962187074314414,-87.6681281487594,Yoga Studio
108,Uptown,41.96538000000004,-87.66935999999998,Savvy Seconds and 1sts,41.968299865722656,-87.67201232910156,Thrift / Vintage Store
109,Uptown,41.96538000000004,-87.66935999999998,CTA Bus Stop 14431,41.968648,-87.667533,Bus Station
110,Uptown,41.96538000000004,-87.66935999999998,Buy Low Foods & Liquors,41.96891684633376,-87.6708285237504,Liquor Store
111,Uptown,41.96538000000004,-87.66935999999998,The Comic Vault,41.961632,-87.6688277721405,Bookstore
112,Uptown,41.96538000000004,-87.66935999999998,My Buddy's,41.96220780000001,-87.6663512,Sports Bar
113,Uptown,41.96538000000004,-87.66935999999998,CTA Bus Stop 17395,41.969033094868514,-87.66749614955914,Bus Station
114,Uptown,41.96538000000004,-87.66935999999998,Lincoln Square Massage,41.968685,-87.672227,Massage Studio
115,Lincoln Square,41.97583000000003,-87.68913999999995,Jimmy's Pizza Cafe,41.97591929948236,-87.69222853478774,Pizza Place
116,Lincoln Square,41.97583000000003,-87.68913999999995,Baobab Bbq,41.975784,-87.6869,BBQ Joint
117,Lincoln Square,41.97583000000003,-87.68913999999995,Tony's Fresh Market,41.9771067360391,-87.6923453073386,Market
118,Lincoln Square,41.97583000000003,-87.68913999999995,Dancen,41.97462961780211,-87.69224322575046,Korean Restaurant
119,Lincoln Square,41.97583000000003,-87.68913999999995,San Soo Gab San,41.97759134143036,-87.68912431677757,Korean Restaurant
120,Lincoln Square,41.97583000000003,-87.68913999999995,The Atlantic Bar & Grill,41.973289959033394,-87.6916522429688,Bar
121,Lincoln Square,41.97583000000003,-87.68913999999995,I Monelli Trattoria Pizzeria,41.972970766182044,-87.68894677285029,Italian Restaurant
122,Lincoln Square,41.97583000000003,-87.68913999999995,7-Eleven,41.9762150980508,-87.6897409558296,Convenience Store
123,Lincoln Square,41.97583000000003,-87.68913999999995,Jibek Jolu,41.97310738566933,-87.6914670054359,Russian Restaurant
124,Lincoln Square,41.97583000000003,-87.68913999999995,Kiko's Meat Market & Restaurant,41.973938468002785,-87.69184322933123,Eastern European Restaurant
125,Lincoln Square,41.97583000000003,-87.68913999999995,Quick Bite,41.97787677580556,-87.68387072137948,Hot Dog Joint
126,Lincoln Square,41.97583000000003,-87.68913999999995,Groundswell Coffee Roasters,41.97217640912068,-87.69091020962772,Coffee Shop
127,Lincoln Square,41.97583000000003,-87.68913999999995,Claddagh Ring,41.975941259436134,-87.68709690889665,Bar
128,Lincoln Square,41.97583000000003,-87.68913999999995,La Cabaña de Don Luis,41.975817443406484,-87.69223945464014,Mexican Restaurant
129,Lincoln Square,41.97583000000003,-87.68913999999995,Baskin-Robbins,41.97602757855162,-87.69278546751117,Ice Cream Shop
130,Lincoln Square,41.97583000000003,-87.68913999999995,Redbox,41.976076,-87.689154,Video Store
131,Lincoln Square,41.97583000000003,-87.68913999999995,Dollar Tree,41.97893568259369,-87.69226792341173,Discount Store
132,Lincoln Square,41.97583000000003,-87.68913999999995,Subway,41.9793171,-87.6921352,Sandwich Place
133,Lincoln Square,41.97583000000003,-87.68913999999995,Pizza Hut,41.9726565,-87.6907494,Pizza Place
134,Lincoln Square,41.97583000000003,-87.68913999999995,Hertz,41.973166,-87.692,Rental Car Location
135,Lincoln Square,41.97583000000003,-87.68913999999995,Shell,41.97607701511541,-87.68881882808853,Gas Station
136,Lincoln Square,41.97583000000003,-87.68913999999995,Hidden Cove,41.978821863567546,-87.69286668533886,Karaoke Bar
137,Lincoln Square,41.97583000000003,-87.68913999999995,Chase Bank,41.97882973033699,-87.69241241288013,Bank
138,Lincoln Square,41.97583000000003,-87.68913999999995,Walgreens,41.97561589383777,-87.69279062747961,Pharmacy
139,Lincoln Square,41.97583000000003,-87.68913999999995,St Pauli Club,41.974353,-87.691888,Bar
140,Lincoln Square,41.97583000000003,-87.68913999999995,Dunkin',41.976031877980354,-87.69280965499377,Donut Shop
141,Lincoln Square,41.97583000000003,-87.68913999999995,CTA Bus Stop 14527,41.976160639264364,-87.68904965760343,Bus Station
142,Lincoln Square,41.97583000000003,-87.68913999999995,Elote Stand,41.976119,-87.686963,Food Truck
143,Lincoln Square,41.97583000000003,-87.68913999999995,WMC Hair Salon,41.97616,-87.69205699999999,Cosmetics Shop
144,Lincoln Square,41.97583000000003,-87.68913999999995,An' Exclusive,41.97616,-87.69205699999999,Tailor Shop
145,Lincoln Square,41.97583000000003,-87.68913999999995,Currency Exchange,41.97613030822508,-87.69248183585951,Currency Exchange
146,Lincoln Square,41.97583000000003,-87.68913999999995,KC Nails,41.976197,-87.69278,Cosmetics Shop
147,Lincoln Square,41.97583000000003,-87.68913999999995,Hank's Party Store,41.97309193889948,-87.68901423143531,Convenience Store
148,Lincoln Square,41.97583000000003,-87.68913999999995,CTA Bus Stop 14182,41.97860149760381,-87.68955082719745,Bus Station
149,Lincoln Square,41.97583000000003,-87.68913999999995,Lincoln Liquors,41.976533,-87.692771,Liquor Store
150,Lincoln Square,41.97583000000003,-87.68913999999995,CTA Bus Stop 1368,41.97790063971036,-87.69278358387557,Bus Station
151,Lincoln Square,41.97583000000003,-87.68913999999995,Brain Surgeon Theater,41.97278274000001,-87.69124417999998,Theater
152,Lincoln Square,41.97583000000003,-87.68913999999995,Sweet Collective Bakery,41.978671000000006,-87.692397,Bakery
153,Lincoln Square,41.97583000000003,-87.68913999999995,Eden Liquor-Foods,41.979015000000004,-87.692075,Food & Drink Shop
154,Lincoln Square,41.97583000000003,-87.68913999999995,Shirts Our Business Ltd.,41.971715,-87.688629,Building
155,Lincoln Square,41.97583000000003,-87.68913999999995,Urban Strength Institute,41.971829,-87.690596,Gym
156,Lincoln Square,41.97583000000003,-87.68913999999995,Bowmanville Greenspace,41.9791517143181,-87.68548506568239,Park
157,Lincoln Square,41.97583000000003,-87.68913999999995,Cafe Utjeha,41.97916758828641,-87.69288321483447,Café
158,Lincoln Square,41.97583000000003,-87.68913999999995,El Milagro Grocery,41.97788257280204,-87.6838470810139,Grocery Store
159,North Center,41.95411000000007,-87.68141999999995,Laschet's Inn,41.95409132819427,-87.68197835632027,German Restaurant
160,North Center,41.95411000000007,-87.68141999999995,Bottles & Cans,41.95622985124288,-87.68013594651906,Beer Store
161,North Center,41.95411000000007,-87.68141999999995,Coffee Joint,41.9540734369805,-87.68111361596638,Coffee Shop
162,North Center,41.95411000000007,-87.68141999999995,Orange Garden Restaurant,41.95420893854378,-87.67816921054931,Chinese Restaurant
163,North Center,41.95411000000007,-87.68141999999995,The Victor Cocktail Bar,41.95450789143412,-87.67873327186439,Bar
164,North Center,41.95411000000007,-87.68141999999995,Resi's Bierstube,41.954191930328534,-87.68028186268084,Beer Garden
165,North Center,41.95411000000007,-87.68141999999995,O'Donovan's,41.95432814154791,-87.68129192691107,Bar
166,North Center,41.95411000000007,-87.68141999999995,Wasabi Cafe Sushi & Sake,41.952650495205425,-87.67779411750332,Sushi Restaurant
167,North Center,41.95411000000007,-87.68141999999995,Save More Lounge,41.955804998934255,-87.68001274685201,Dive Bar
168,North Center,41.95411000000007,-87.68141999999995,Spring Yoga & Fitness,41.953446621930276,-87.67830454011452,Yoga Studio
169,North Center,41.95411000000007,-87.68141999999995,Rocks,41.95702457340695,-87.68085649774808,Bar
170,North Center,41.95411000000007,-87.68141999999995,The Globe Pub,41.95428692038705,-87.67776516225159,Pub
171,North Center,41.95411000000007,-87.68141999999995,Dos Ricco's Mexican And Asian Fusion,41.95589208667225,-87.68003239463536,Restaurant
172,North Center,41.95411000000007,-87.68141999999995,Big Bricks,41.951416610380136,-87.67686317717525,Pizza Place
173,North Center,41.95411000000007,-87.68141999999995,The UPS Store,41.9553659,-87.6797694,Shipping Store
174,North Center,41.95411000000007,-87.68141999999995,Fast Super Burrito,41.95424145313742,-87.67746135862969,Mexican Restaurant
175,North Center,41.95411000000007,-87.68141999999995,Isle Of Man,41.95193327352902,-87.67718334030708,Boutique
176,North Center,41.95411000000007,-87.68141999999995,Dance Center Chicago,41.95227647437918,-87.67768541675808,Dance Studio
177,North Center,41.95411000000007,-87.68141999999995,Timber Lanes,41.954118776525654,-87.67612921736335,Bowling Alley
178,North Center,41.95411000000007,-87.68141999999995,G and L Fire Escape,41.950342332100604,-87.68345970921669,Pub
179,North Center,41.95411000000007,-87.68141999999995,Steingold's of Chicago,41.954219550501115,-87.67569763716713,Deli / Bodega
180,North Center,41.95411000000007,-87.68141999999995,tuscan hen market,41.95481,-87.678615,Bistro
181,North Center,41.95411000000007,-87.68141999999995,AT&T,41.95432549701674,-87.67908475829245,Mobile Phone Shop
182,North Center,41.95411000000007,-87.68141999999995,Starbucks,41.95462684952247,-87.67897035165453,Coffee Shop
183,North Center,41.95411000000007,-87.68141999999995,Cho Sun Ok,41.95786326561251,-87.68140614608487,Korean Restaurant
184,North Center,41.95411000000007,-87.68141999999995,Lu Lu's at the Belle Kay,41.952016,-87.677613,Boutique
185,North Center,41.95411000000007,-87.68141999999995,Melao,41.953491588239814,-87.67831251000595,Latin American Restaurant
186,North Center,41.95411000000007,-87.68141999999995,Martyrs',41.951971394155905,-87.67708336856913,Music Venue
187,North Center,41.95411000000007,-87.68141999999995,Redbox,41.955699990607535,-87.67969164937686,Video Store
188,North Center,41.95411000000007,-87.68141999999995,T-Mobile,41.954333901427205,-87.67858008979596,Mobile Phone Shop
189,North Center,41.95411000000007,-87.68141999999995,Chicago Joe's,41.954150817449424,-87.68585899385255,American Restaurant
190,North Center,41.95411000000007,-87.68141999999995,Snappy's Shrimp,41.95419118560274,-87.67621347098375,Seafood Restaurant
191,North Center,41.95411000000007,-87.68141999999995,PNC Bank,41.95795,-87.68105,Bank
192,North Center,41.95411000000007,-87.68141999999995,Mrs Murphy and Sons Irish Bistro,41.95252277807111,-87.67761308331784,Irish Pub
193,North Center,41.95411000000007,-87.68141999999995,Revolver,41.95052566368097,-87.67849758585596,American Restaurant
194,North Center,41.95411000000007,-87.68141999999995,CVS pharmacy,41.95564042563204,-87.67930119967525,Pharmacy
195,North Center,41.95411000000007,-87.68141999999995,Cornservatory,41.9580935204829,-87.68158181734654,Performing Arts Venue
196,North Center,41.95411000000007,-87.68141999999995,Chase Bank,41.952188,-87.677706,Bank
197,North Center,41.95411000000007,-87.68141999999995,High Hat Club,41.95427082697601,-87.67722751152225,Bar
198,North Center,41.95411000000007,-87.68141999999995,Subway,41.95485516112041,-87.67898529702359,Sandwich Place
199,North Center,41.95411000000007,-87.68141999999995,Walgreens,41.95374158058646,-87.68637746572495,Pharmacy
200,North Center,41.95411000000007,-87.68141999999995,Always Thai,41.9542205377979,-87.6753749464502,Thai Restaurant
201,North Center,41.95411000000007,-87.68141999999995,Simmons Pro Shop,41.953876,-87.682968,Sporting Goods Shop
202,North Center,41.95411000000007,-87.68141999999995,Foley's Bar & Grill,41.954203676374796,-87.67555896640206,Dive Bar
203,North Center,41.95411000000007,-87.68141999999995,The Rambler Kitchen & Tap,41.956705,-87.680924,Bar
204,North Center,41.95411000000007,-87.68141999999995,Sejour,41.953818,-87.685541,Salon / Barbershop
205,North Center,41.95411000000007,-87.68141999999995,Red Eyes Coffee,41.95778659511274,-87.6813751063219,Coffee Shop
206,North Center,41.95411000000007,-87.68141999999995,CTA Bus Stop 5690,41.954144512371315,-87.6858651638031,Bus Station
207,North Center,41.95411000000007,-87.68141999999995,Chicago Fret Works,41.958523,-87.681451,Music Store
208,Lake View,41.939820000000054,-87.65681999999998,BIG & little's Restaurant,41.9399955407058,-87.65532611799438,Taco Place
209,Lake View,41.939820000000054,-87.65681999999998,Osmium Coffee Bar,41.93984372107839,-87.65732761587307,Coffee Shop
210,Lake View,41.939820000000054,-87.65681999999998,Native Foods,41.93981694579905,-87.6550662864349,Vegetarian / Vegan Restaurant
211,Lake View,41.939820000000054,-87.65681999999998,Giordano's,41.9400946,-87.6556948,Pizza Place
212,Lake View,41.939820000000054,-87.65681999999998,Bittersweet Pastry Shop & Cafe,41.939869184452945,-87.65736291683069,Bakery
213,Lake View,41.939820000000054,-87.65681999999998,Ukai Japanese Restaurant,41.93984151865222,-87.65642601193103,Japanese Restaurant
214,Lake View,41.939820000000054,-87.65681999999998,Cheesie's Pub and Grub,41.939991363496205,-87.65377707238731,Sandwich Place
215,Lake View,41.939820000000054,-87.65681999999998,Chicago Bagel Authority,41.93985939665621,-87.65381648728662,Bagel Shop
216,Lake View,41.939820000000054,-87.65681999999998,Sheffield's Beer & Wine Garden,41.941667994412754,-87.65422753765776,Bar
217,Lake View,41.939820000000054,-87.65681999999998,Blaze Pizza,41.93980824697134,-87.65360959172489,Pizza Place
218,Lake View,41.939820000000054,-87.65681999999998,The Vic Theatre,41.93954700830196,-87.65392941099667,Music Venue
219,Lake View,41.939820000000054,-87.65681999999998,Stage 773,41.93975807944483,-87.66002870730603,Performing Arts Venue
220,Lake View,41.939820000000054,-87.65681999999998,Thousand Waves Martial Arts & Defense Center,41.9398903398704,-87.65990780763305,Martial Arts Dojo
221,Lake View,41.939820000000054,-87.65681999999998,Oberweis,41.938137739515916,-87.65381619337757,Ice Cream Shop
222,Lake View,41.939820000000054,-87.65681999999998,Theater Wit,41.93966971299157,-87.66024870054014,Performing Arts Venue
223,Lake View,41.939820000000054,-87.65681999999998,Fahlstrom's Fresh Fish Market,41.9399261579262,-87.66118087516415,Fish & Chips Shop
224,Lake View,41.939820000000054,-87.65681999999998,CSz Theater Chicago,41.93968764928636,-87.65272915355708,Comedy Club
225,Lake View,41.939820000000054,-87.65681999999998,Will's Northwoods Inn,41.937290645574855,-87.65903566049195,Sports Bar
226,Lake View,41.939820000000054,-87.65681999999998,Jennivee's Bakery,41.94181914533175,-87.65418329513997,Bakery
227,Lake View,41.939820000000054,-87.65681999999998,Chipotle Mexican Grill,41.93973087336189,-87.65514537055225,Mexican Restaurant
228,Lake View,41.939820000000054,-87.65681999999998,bopNgrill,41.939947810679115,-87.65251791070263,Korean Restaurant
229,Lake View,41.939820000000054,-87.65681999999998,Ann Sather,41.93993605949624,-87.65196752509047,Scandinavian Restaurant
230,Lake View,41.939820000000054,-87.65681999999998,Two Hearted Queen,41.94352126119235,-87.6591627621803,Café
231,Lake View,41.939820000000054,-87.65681999999998,Blue Havana,41.93996709478606,-87.65150813457747,Smoke Shop
232,Lake View,41.939820000000054,-87.65681999999998,Mia Francesca,41.94209475744125,-87.65239219169881,Italian Restaurant
233,Lake View,41.939820000000054,-87.65681999999998,Chicago Comics,41.941033414671686,-87.65173266006956,Comic Shop
234,Lake View,41.939820000000054,-87.65681999999998,DMK Burger Bar,41.93619834291129,-87.65419057638928,Burger Joint
235,Lake View,41.939820000000054,-87.65681999999998,Panes Bread Cafe,41.93645362779381,-87.65390526458812,Café
236,Lake View,41.939820000000054,-87.65681999999998,Margaret Donahue Park,41.94188811453181,-87.66029395531719,Park
237,Lake View,41.939820000000054,-87.65681999999998,Maison Parisienne,41.94192422108425,-87.65233070193084,Café
238,Lake View,41.939820000000054,-87.65681999999998,Fish Bar,41.936199832281915,-87.65417463717579,Seafood Restaurant
239,Lake View,41.939820000000054,-87.65681999999998,IDOF,41.939872230103695,-87.65126345601712,Mediterranean Restaurant
